"year";"season";"gid";"designation";"female_gid";"female_preferred_name";"female_designation";"female_seed_source_name";"male_gid";"male_preferred_name";"male_designation";"male_seed_source_name";"plot_number";"seed_number";"breeder";"program_name";"ecosystem_program_name";"trait_team";"research_group";"division"
2007;"WS";2403398;"IR 87085";2286643;"IR 05M119/IR 65450-173-2-1-3-3";"IR 85656";"IR 85656";84209;"IRRI 118";;"DEMO";;709;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403399;"IR 87084";2286644;"IR 05A288/IR 45912-9-1-2-2";"IR 85655";"IR 85655";161047;"IR 65620-192-3-3-3-2";;"HB1406";;430;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403400;"IR 87083";2286645;"IR 05N359/IR 00A103";"IR 85654";"IR 85654";2242344;"IR 65450-173-2-1-3-3";;"HB1404";;834;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403401;"IR 87082";2286646;"IR 05N342/IR 68544-29-2-1-3-1-2";"IR 85653";"IR 85653";786294;"IR 64680-81-2-2-1-3";;"HB1403";;217;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403402;"IR 87081";2286647;"IR 05N342/IR 65450-173-2-1-3-3";"IR 85652";"IR 85652";734874;"IR 00A115";;"HB1436";;271;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403403;"IR 87080";2286648;"IR 05N341/IR 70114-5-3-3-3";"IR 85651";"IR 85651";733707;"IR 73707-45-3-2-3";;"HB1435";;625;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403404;"IR 87079";2286649;"IR 05N341/IR 64680-81-2-2-1-3";"IR 85650";"IR 85650";76174;"IRRI 104";;"DEMO";;568;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403405;"IR 87078";2286650;"IR 05N334/IR 72225-20-3-2-3";"IR 85649";"IR 85649";863057;"IRRI 143";;"HB1444";;650;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403406;"IR 87077";2286651;"IR 05N334/IR 65620-192-3-3-3-2";"IR 85648";"IR 85648";506267;"IR 00A117";;"HB1439";;818;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403407;"IR 87076";2286652;"IR 79502-22-2-3-2/IRRI 118";"IR 85647";"IR 85647";94801;"IRRI 123";;"HB1549";;99;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403408;"IR 87075";2286653;"IR 05N330/IRRI 123";"IR 85646";"IR 85646";1111266;"IRRI 146";;"HB1443";;575;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403409;"IR 87074";2286657;"IR 79497-15-2-3-1/IR 45912-9-1-2-2";"IR 85642";"IR 85642";863057;"IRRI 143";;"HB1444";;262;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403410;"IR 87073";2286658;"IR 05A232/IR 66";"IR 85641";"IR 85641";506267;"IR 00A117";;"HB1439";;591;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403411;"IR 87072";2286659;"IR 05A229/IR 64";"IR 85640";"IR 85640";94801;"IRRI 123";;"HB1549";;637;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403412;"IR 87071";2286660;"IR 05A221/IR 64680-81-2-2-1-3";"IR 85639";"IR 85639";1111266;"IRRI 146";;"HB1443";;558;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403413;"IR 87070";2286662;"IR 05A117/IR BB 60-1";"IR 85637";"IR 85637";161047;"IR 65620-192-3-3-3-2";;"HB1406";;575;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403414;"IR 87069";2286663;"IR 04A285/IRRI 123";"IR 85636";"IR 85636";2242344;"IR 65450-173-2-1-3-3";;"HB1404";;636;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403415;"IR 87068";2286664;"IR 04A285/IR BB 60-1";"IR 85635";"IR 85635";786294;"IR 64680-81-2-2-1-3";;"HB1403";;571;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403416;"IR 87067";2286665;"IR 04A285/JANAKI";"IR 85634";"IR 85634";734874;"IR 00A115";;"HB1436";;499;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403417;"IR 87066";2286666;"IR 01W102/IRRI 123";"IR 85633";"IR 85633";733707;"IR 73707-45-3-2-3";;"HB1435";;556;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403418;"IR 87065";2286667;"IR 01W102/IRRI 105";"IR 85632";"IR 85632";76174;"IRRI 104";;"DEMO";;698;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403419;"IR 87064";2286668;"IR 01W102/IR 71676-90-2-2";"IR 85631";"IR 85631";863057;"IRRI 143";;"HB1444";;550;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403420;"IR 87063";2286669;"IR 01W102/IR 64";"IR 85630";"IR 85630";506267;"IR 00A117";;"HB1439";;532;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403421;"IR 87062";2286670;"IR 01W106/IRRI 123";"IR 85629";"IR 85629";94801;"IRRI 123";;"HB1549";;541;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403422;"IR 87061";2286671;"IR 01W106/IRRI 105";"IR 85628";"IR 85628";1111266;"IRRI 146";;"HB1443";;816;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403423;"IR 87060";2286675;"IR 65482-7-216-1-2-B/IRRI 123";"IR 85623";"IR 85623";863057;"IRRI 143";;"HB1444";;384;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403424;"IR 87059";2286676;"IR 65482-7-216-1-2-B/IRRI 105";"IR 85622";"IR 85622";506267;"IR 00A117";;"HB1439";;630;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403425;"IR 87058";2286677;"IR 65482-7-216-1-2-B/IR 72164-348-6-2-2-2";"IR 85621";"IR 85621";94801;"IRRI 123";;"HB1549";;381;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403426;"IR 87057";2286678;"IR 65482-7-216-1-2-B/IR 71701-28-1-4";"IR 85620";"IR 85620";1111266;"IRRI 146";;"HB1443";;979;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403427;"IR 87056";2286680;"IR 65482-4-136-2-2-B/IRRI 123";"IR 85618";"IR 85618";161047;"IR 65620-192-3-3-3-2";;"HB1406";;583;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403428;"IR 87055";2286681;"IR 65482-4-136-2-2-B/IRRI 105";"IR 85617";"IR 85617";2242344;"IR 65450-173-2-1-3-3";;"HB1404";;1007;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403429;"IR 87054";2286682;"IR 65482-4-136-2-2-B/IR 71701-28-1-4";"IR 85616";"IR 85616";786294;"IR 64680-81-2-2-1-3";;"HB1403";;831;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403430;"IR 87053";2286684;"IR 02W101/IRRI 123";"IR 85614";"IR 85614";863057;"IRRI 143";;"HB1444";;490;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403431;"IR 87052";2286685;"IR 02W101/IRRI 105";"IR 85613";"IR 85613";506267;"IR 00A117";;"HB1439";;804;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403432;"IR 87051";2286686;"IR 02W101/IR 72164-348-6-2-2-2";"IR 85612";"IR 85612";94801;"IRRI 123";;"HB1549";;950;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403433;"IR 87050";2286687;"IR 02W101/IR 71701-28-1-4";"IR 85611";"IR 85611";1111266;"IRRI 146";;"HB1443";;186;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2403434;"IR 87049";2286688;"IR 02W101/IR 64";"IR 85610";"IR 85610";84209;"IRRI 118";;"DEMO";;406;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399085;"IR 86216";1402550;"IR 79502-22-2-3-2";;"NPT ST. 12";84209;"IRRI 118";;"DEMO";;26;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399086;"IR 86215";1402560;"IR 05N330";;"NPT ST. 11";94801;"IRRI 123";;"HB1549";;110;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399087;"IR 86214";1402645;"IR 79497-7-3-2-3";;"NPT ST. 2";786294;"IR 64680-81-2-2-1-3";;"HB1403";;83;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399088;"IR 86213";1402644;"IR 79497-15-2-3-1";;"NPT ST. 3";786294;"IR 64680-81-2-2-1-3";;"HB1403";;60;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399089;"IR 86212";1401532;"IR 05N501";;"B3073";204132;"IR 68552-100-1-2-2";;"B7533";;128;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399090;"IR 86211";1401532;"IR 05N501";;"B3073";71376;"IR 45912-9-1-2-2";;"HB1402";;193;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399091;"IR 86210";1401827;"IR 05N342";;"B3076";204132;"IR 68552-100-1-2-2";;"B7533";;114;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399092;"IR 86209";1401827;"IR 05N342";;"B3076";1401532;"IR 05N501";;"B3073";;105;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399093;"IR 86208";1401800;"IR 05N341";;"B3078";204132;"IR 68552-100-1-2-2";;"B7533";;109;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399094;"IR 86207";1401800;"IR 05N341";;"B3078";786294;"IR 64680-81-2-2-1-3";;"HB1403";;130;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399095;"IR 86206";1401780;"IR 05N334";;"B3080";204132;"IR 68552-100-1-2-2";;"B7533";;135;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399096;"IR 86205";1265471;"IR 05A117";;"A3089";84209;"IRRI 118";;"DEMO";;37;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399097;"IR 86204";1265471;"IR 05A117";;"A3089";313134;"JANAKI";;"HB1401";;110;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399098;"IR 86203";1189533;"IR 03A392";;"W3276";94801;"IRRI 123";;"HB1549";;129;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399099;"IR 86202";1189533;"IR 03A392";;"W3276";620878;"IR BB 60-1";;"HB1454";;109;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399100;"IR 86201";1189533;"IR 03A392";;"W3276";313134;"JANAKI";;"HB1401";;118;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399101;"IR 86200";1192218;"IR 03A390";;"W3278";94801;"IRRI 123";;"HB1549";;195;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399102;"IR 86199";1192218;"IR 03A390";;"W3278";620878;"IR BB 60-1";;"HB1454";;148;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399103;"IR 86198";1192218;"IR 03A390";;"W3278";313134;"JANAKI";;"HB1401";;48;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399104;"IR 86197";1034677;"IR 02A496";;"W3282";94801;"IRRI 123";;"HB1549";;218;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399105;"IR 86196";1034677;"IR 02A496";;"W3282";620878;"IR BB 60-1";;"HB1454";;312;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399106;"IR 86195";1034677;"IR 02A496";;"W3282";313134;"JANAKI";;"HB1401";;178;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399107;"IR 86194";1034753;"IR 02A483";;"W3279";82290;"IRRI 105";;"DEMO";;90;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399108;"IR 86193";1034753;"IR 02A483";;"W3279";94801;"IRRI 123";;"HB1549";;53;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399109;"IR 86192";1034753;"IR 02A483";;"W3279";620878;"IR BB 60-1";;"HB1454";;137;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399110;"IR 86191";924399;"IR 01W106";;"W3329";640263;"IR 72164-348-6-2-2-2";;"B3026";;39;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399111;"IR 86190";924399;"IR 01W106";;"W3329";438726;"IR 71701-28-1-4";;"B3003";;110;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"WS";2399112;"IR 86189";924457;"IR 01W102";;"W3330";438726;"IR 71701-28-1-4";;"B3003";;70;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286449;"IR 85850";2173935;"IR 69428-6-1-1-3-3/IRRI 123";"IR 84725";"IR 84725";94801;"IRRI 123";;"HB1328";;167;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286450;"IR 85849";2173938;"IR 69428-6-1-1-3-3/IR 36";"IR 84722";"IR 84722";11105;"IR 36";;"DEMO";;476;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286451;"IR 85848";2173791;"IRRI 118/IR 02N204";"IR 84795";"IR 84795";438726;"IR 71701-28-1-4";;"HB1223";;284;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286452;"IR 85847";2173793;"IRRI 115/IR 73720-36-3-3-1";"IR 84793";"IR 84793";1169050;"IRRI 135";;"HB1221";;425;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286453;"IR 85846";2173794;"IRRI 115/IR 71701-28-1-4-3";"IR 84792";"IR 84792";501537;"IR 00A110";;"HB1217";;334;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286454;"IR 85845";2173795;"IRRI 105/IR 73718-23-2-1-3";"IR 84791";"IR 84791";497625;"IR 00A109";;"HB1216";;637;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286455;"IR 85844";2173796;"IRRI 105/IR 71700-247-1-1-2";"IR 84790";"IR 84790";86225;"IRRI 115";;;;629;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286456;"IR 85843";2173797;"PSB RC 14/IR 60912-93-3-2-3-3";"IR 84789";"IR 84789";94801;"IRRI 123";;"HB1328";;470;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286457;"IR 85842";2173799;"PR 31070-4-1-2-PJ 26/IRRI 115";"IR 84787";"IR 84787";1169050;"IRRI 135";;"HB1221";;493;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286458;"IR 85841";2173800;"PR 31070-4-1-2-PJ 26/IRRI 108";"IR 84786";"IR 84786";506267;"IR 00A117";;"HB1238";;649;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286459;"IR 85840";2173802;"PR 31070-4-1-2-PJ 26/IR 64";"IR 84784";"IR 84784";161047;"IR 65620-192-3-3-3-2";;"HB1207";;491;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286460;"IR 85839";2173803;"PR 26703-3B-PJ 25/IRRI 118";"IR 84783";"IR 84783";1169050;"IRRI 135";;"HB1221";;471;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286461;"IR 85838";2173804;"PR 26703-3B-PJ 25/IRRI 115";"IR 84782";"IR 84782";501537;"IR 00A110";;"HB1217";;517;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286462;"IR 85837";2173805;"PR 26703-3B-PJ 25/IRRI 108";"IR 84781";"IR 84781";497625;"IR 00A109";;"HB1216";;392;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286463;"IR 85836";2173807;"PR 26703-3B-PJ 25/IR 64";"IR 84779";"IR 84779";94801;"IRRI 123";;"HB1328";;288;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286464;"IR 85835";2173810;"IR 05N309/IR 04N114";"IR 84776";"IR 84776";640263;"IR 72164-348-6-2-2-2";;"HB1224";;204;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286465;"IR 85834";2173811;"IR 05N309/IR 72875-94-3-3-2";"IR 84775";"IR 84775";438726;"IR 71701-28-1-4";;"HB1223";;291;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286466;"IR 85833";2173812;"IR 05N309/IR 71146-97-1-2-1-3";"IR 84774";"IR 84774";437440;"IR 71676-90-2-2";;"HB1222";;146;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286467;"IR 85832";2173813;"IR 05N309/IR 68897 B";"IR 84773";"IR 84773";1169050;"IRRI 135";;"HB1221";;36;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286468;"IR 85831";2173814;"IR 05N309/IR 68544-29-2-1-3-1-2";"IR 84772";"IR 84772";501537;"IR 00A110";;"HB1217";;182;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286469;"IR 85830";2173815;"IR 04N114/HR 17512-11-2-3-1-4-2-3";"IR 84771";"IR 84771";497625;"IR 00A109";;"HB1216";;99;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286470;"IR 85829";2173829;"IR 04A115/IR 01N203";"IR 84757";"IR 84757";497625;"IR 00A109";;"HB1216";;247;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286471;"IR 85828";2173830;"IR 04A115/IR 72875-94-3-3-2";"IR 84756";"IR 84756";1169050;"IRRI 135";;"HB1221";;579;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286472;"IR 85827";2173831;"IRRI 143/IR 73718-23-2-1-3";"IR 84755";"IR 84755";501537;"IR 00A110";;"HB1217";;354;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286473;"IR 85826";2173833;"IR 75862-221-2-1-2-B-B-B/IRRI 123";"IR 84753";"IR 84753";86225;"IRRI 115";;"DEMO";;518;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286474;"IR 85825";2173834;"IR 75862-221-2-1-2-B-B-B/IR 64";"IR 84752";"IR 84752";94801;"IRRI 123";;"HB1328";;373;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286475;"IR 85824";2173836;"IR 75862-206-2-8-3-B-B-B/IRRI 123";"IR 84750";"IR 84750";1169050;"IRRI 135";;"HB1221";;359;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286476;"IR 85823";2173837;"IR 75862-206-2-8-3-B-B-B/IR 64";"IR 84749";"IR 84749";506267;"IR 00A117";;"HB1238";;332;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286477;"IR 85822";2173838;"IR 75862-206-2-8-3-B-B-B/IR 36";"IR 84748";"IR 84748";164219;"IR 00A107";;"HB1211";;439;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286478;"IR 85821";2173839;"IR 02N200/IR 73439-11-1-3-1";"IR 84747";"IR 84747";161047;"IR 65620-192-3-3-3-2";;"HB1207";;406;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286479;"IR 85820";2173840;"IR 01A154/IR 01N194";"IR 84746";"IR 84746";86225;"IRRI 115";;"DEMO";;641;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286480;"IR 85819";2173841;"IR 01A154/IR 72870-19-2-2-3";"IR 84745";"IR 84745";94801;"IRRI 123";;"HB1328";;132;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286481;"IR 85818";2173842;"IR 73720-36-3-3-1/IR 01N111";"IR 84744";"IR 84744";84209;"IRRI 118";;"DEMO";;220;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286482;"IR 85817";2173843;"IR 00A115/IR 01N110";"IR 84743";"IR 84743";1169050;"IRRI 135";;"HB1221";;362;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286483;"IR 85816";2173844;"IR 73707-45-3-2-3/IR 04K102";"IR 84742";"IR 84742";506267;"IR 00A117";;"HB1238";;100;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286484;"IR 85815";2173845;"IR 73012-137-2-2-2/IR 01N107";"IR 84741";"IR 84741";164219;"IR 00A107";;"HB1211";;758;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286485;"IR 85814";2173846;"IR 73006-12-3-3-2/IRRI 136";"IR 84740";"IR 84740";161047;"IR 65620-192-3-3-3-2";;"HB1207";;405;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286486;"IR 85813";2173847;"IR 73006-12-3-3-2/IR 01N106";"IR 84739";"IR 84739";86225;"IRRI 115";;"DEMO";;598;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286487;"IR 85812";2173848;"IR 72969-143-5-3-6-2/IR 72967-170-1-2-3-2";"IR 84738";"IR 84738";94801;"IRRI 123";;"HB1328";;538;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286488;"IR 85811";2173923;"IR 72906-32-1-3-3/IR 02N139";"IR 84737";"IR 84737";84209;"IRRI 118";;"DEMO";;341;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286489;"IR 85810";2173924;"IR 72906-32-1-3-3/IR 72890-81-3-2";"IR 84736";"IR 84736";1169050;"IRRI 135";;"HB1221";;609;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2007;"DS";2286490;"IR 85809";2173925;"IR 72890-81-3-2-2/IR 73707-45-3-2-3";"IR 84735";"IR 84735";506267;"IR 00A117";;"HB1238";;381;"PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
